Target_Efficiency,Predicted_Efficiency,Optimization_Error,Extractant Name,Phenyl Rings,Upper Rim,Lower Rim,Methylene Bridge,Extracted Name,Extractant Conc,Extracted Conc,ion NO3(2-),ions dichloromethane,ions picarate,Chemical Groups,Acid Molarity
100,84.21023629414485,0.15789763705855153,30.032433075747075,0.745555338371122,5.215181977440079,12.515249037284981,0.7292766171405556,9.280395239064621,0.20293763007397597,0.0008458873747330896,0.5378437223642663,0.9409161854833631,0.4159591885785068,0.9971069482650945,2.6954099799218123
98,95.14204679409872,0.02857953205901287,13.76923844455568,2.346167510291324,3.598740110255227,0.10693786907969338,0.5280644748576206,18.620148967096583,0.11526587258483645,0.0010772066459186515,0.618648352134688,0.2405754466468112,0.4241298098195627,7.867390865298,2.5385965361103437
95,94.3399959598027,0.006600040401972818,14.493853881029281,3.872949129221048,5.210356661043615,11.986834963768441,1.8345668230240801,0.963220246908425,0.0817063828268152,0.0021036244901877846,0.9097924200819288,0.23667747226040037,0.04541643009220109,3.654247633238376,2.4751558965119607
90,94.39676750259083,0.04396767502590826,9.685866215138432,4.140182092296181,6.374540511462703,12.34538811313663,1.712918588006743,5.783205614411656,0.08106535351317253,0.0015764175986821732,0.7647519798184538,0.3480731033193162,0.2248726598472176,4.522485971229297,0.6984791166258787
85,93.74992438507745,0.08749924385077446,27.534939466458752,5.575786536241273,2.155036160286922,8.995365228473759,2.3242921730609143,14.856254127510612,0.04982061394550911,0.0013615235365695268,0.9758770314729438,0.6280119279487,0.49761424044611424,6.97451924960307,0.6746177703762428
80,77.75868154721748,0.02241318452782526,29.7117654520378,2.410349661665041,0.15928663073918903,4.034392527048557,1.5908583882530434,10.657550952550897,0.09119040274445439,0.002423019897628837,0.8781782327557056,0.4149609419503567,0.005968786037108154,5.353721221330458,1.1699991216607106
75,71.54629239520318,0.034537076047968185,27.410659824300545,1.9212444661696026,0.5475611951680905,4.089144167348813,1.384717837978607,13.113641169856509,0.20430647288328196,0.0005711164363134957,0.009794110342026041,0.2607568150907792,0.40320034084608347,6.30916213792493,1.4885427466466536
70,67.70512383214094,0.022948761678590612,29.57612613903943,5.64514820147851,8.929496933254422,9.828565075191484,0.5905270350840367,18.96640137501719,0.167728990583307,0.0003100230571669124,0.07503422761547995,0.8363133143267469,0.6022575524510311,1.5929557080028323,1.311848975647159
