Target_Efficiency,Predicted_Efficiency,Optimization_Error,Model,Phenyl Rings,Upper Rim,Lower Rim,Methylene Bridge,Extracted Name,Extractant Conc,Extracted Conc,ion NO3(2-),ions dichloromethane,ions picarate,Chemical Groups,Acid Molarity
82,80.36860233629687,0.016313976637031158,Gradient Boost,0.528476685439712,4.586949720736583,3.487525154322257,1.7825298169589814,14.864891029636976,0.15923731654742262,0.0007480001833346673,0.1828711427126989,0.02935557126760302,0.24990631616409886,2.3117353744027413,0.41638055930445006
80,81.61693406329962,0.016169340632996132,Gradient Boost,1.0816999173476758,2.8861321320848683,10.690963782223823,2.17305225980785,5.631677771193265,0.06635926076636599,0.0012821342128618868,0.7980898416265013,0.6974961265258748,0.46358331526902763,0.3400333152393147,0.14877220702364125
100,90.60745562494373,0.09392544375056278,Histogram GBM,5.400666297061594,5.333865177533895,3.518406148829436,1.5096673925461632,16.22904464047271,0.12477253846476961,0.0017838726837378822,0.5057332987794683,0.1981188660882791,0.0029913767750017195,2.7069484817410383,1.339211601336262
98,77.9237664962949,0.200762335037051,Histogram GBM,1.3963293757701118,6.310891847375583,7.05644575570955,2.6127942313770918,14.706241997407188,0.10882886142476281,0.0013131295591179487,0.48475314043019935,0.2397062610763092,0.43055717908284585,2.827860792696681,1.8041936970434007
96,91.3557671637619,0.04644232836238105,Histogram GBM,3.118521932260285,1.961334673858059,10.065117352426412,2.08034640715946,5.947803031763854,0.22500052072689528,0.002096878942231293,0.8419330710291242,0.4769680015300962,0.34576994957053087,4.035558271967335,1.95519353151839
94,93.9347258396412,0.0006527416035879696,Histogram GBM,2.627970635916487,0.15544228129440452,5.864342088920507,1.8727536484409126,13.819636204648445,0.23456069362408277,0.002185459599950833,0.7169675106798621,0.05871245199017694,0.19838779235775394,5.310021542808717,0.4859964101614853
92,76.60438811334696,0.1539561188665305,Histogram GBM,0.8329498035329559,5.971023181815497,1.7805181182682215,0.9110915487096644,9.16021443336525,0.20438998570605235,0.0015120728716482006,0.7722908822518489,0.944080943837451,0.2272489094272203,0.09561615966033044,1.7770965296800951
90,65.51166826249872,0.2448833173750129,Histogram GBM,4.112461857618643,5.839493750165438,10.759837285193592,1.810662729877126,6.654456381569479,0.03318796233067693,0.00044234483286404916,0.4906551492900747,0.9980818304499841,0.009647489357435535,1.7742954215195166,0.818324217781623
88,91.483451677648,0.034834516776480084,Histogram GBM,2.62632378823434,5.860666114879006,6.6629081789639155,1.228589766102396,19.76724788483336,0.20251041014212723,0.0003602681828934372,0.3184364044982446,0.5812521319949342,0.4743255792145825,0.5043951347986689,0.6750264597571312
86,84.5272413004281,0.014727586995718966,Histogram GBM,2.333161132941335,5.374591543764147,2.2347134029437052,2.637415022629414,13.816383115359914,0.13965994262597936,7.197889305366079e-05,0.08448450968048571,0.8318812486282873,0.41251962339009574,5.311186217551203,0.35352628668774444
84,88.92600557604521,0.049260055760452115,Histogram GBM,3.591268395098081,6.108862527865884,0.8496231958523126,0.9536757385697914,0.1819535706064681,0.19017460969628414,0.0011152054862860015,0.3246422426879908,0.2730529542600413,0.34515255999503003,5.588053700841521,0.20934693177583918
82,51.7233803058215,0.30276619694178497,Histogram GBM,2.4547127244145805,8.767315470064272,5.806247278399303,0.5889554085284628,1.4015626321864663,0.08826160370321524,0.000234128196920671,0.785680877215622,0.12904224265046738,0.44886378487257395,0.15264273977098175,0.6764336176873278
80,79.74780478467535,0.002521952153246465,Histogram GBM,0.2503017379699064,1.904438171007283,0.6593694663091385,0.15260846090291347,3.478300937869314,0.022451459420291454,0.0002559103966562589,0.10716203062431962,0.2329726710166654,0.45983199478944603,3.7336737567003,1.8763074427951578
